Time Series,Metric,alpha,init,IMFs
TS86,R2,500,0,2 - 10
TS86,R2_Adj,500,0,2 - 10
TS86,AIC,500,0,2 - 10
TS86,BIC,500,0,2 - 10
TS87,R2,500,2,2 - 10
TS87,R2_Adj,500,2,2 - 10
TS87,AIC,500,2,2 - 10
TS87,BIC,500,2,2 - 10
TS88,R2,0,0,2 - 2
TS88,R2_Adj,0,0,2 - 2
TS88,AIC,0,0,2 - 2
TS88,BIC,0,0,2 - 2
TS89,R2,500,0,2 - 7
TS89,R2_Adj,500,0,2 - 7
TS89,AIC,500,0,2 - 7
TS89,BIC,500,0,2 - 7
TS90,R2,0,0,1 - 2
TS90,R2_Adj,0,0,1 - 2
TS90,AIC,0,0,1 - 2
TS90,BIC,0,0,1 - 2
TS91,R2,500,1,2 - 10
TS91,R2_Adj,500,1,2 - 10
TS91,AIC,500,1,2 - 10
TS91,BIC,500,1,2 - 10
TS92,R2,0,0,2 - 2
TS92,R2_Adj,0,0,2 - 2
TS92,AIC,0,0,2 - 2
TS92,BIC,0,0,2 - 2
TS93,R2,500,0,2 - 10
TS93,R2_Adj,500,0,2 - 10
TS93,AIC,500,0,2 - 10
TS93,BIC,500,0,2 - 10
TS94,R2,0,0,1 - 2
TS94,R2_Adj,0,0,1 - 2
TS94,AIC,0,0,1 - 2
TS94,BIC,0,0,1 - 2
TS95,R2,50000,1,2 - 10
TS95,R2_Adj,50000,1,2 - 10
TS95,AIC,50000,1,2 - 10
TS95,BIC,50000,1,2 - 10
TS96,R2,500,0,2 - 10
TS96,R2_Adj,500,0,2 - 10
TS96,AIC,500,0,2 - 10
TS96,BIC,500,0,2 - 10
TS97,R2,500,2,2 - 10
TS97,R2_Adj,500,2,2 - 10
TS97,AIC,500,2,2 - 10
TS97,BIC,500,2,2 - 10
TS98,R2,500,0,2 - 10
TS98,R2_Adj,500,0,2 - 10
TS98,AIC,500,0,2 - 10
TS98,BIC,500,0,2 - 10
TS99,R2,0,0,2 - 2
TS99,R2_Adj,0,0,2 - 2
TS99,AIC,0,0,2 - 2
TS99,BIC,0,0,2 - 2
TS100,R2,0,0,2 - 2
TS100,R2_Adj,0,0,2 - 2
TS100,AIC,0,0,2 - 2
TS100,BIC,0,0,2 - 2
