Time Series,Metric,alpha,init,IMFs
TS64,AIC,0,0,2 - 2
TS64,BIC,0,0,2 - 2
TS65,R2,0,0,2 - 2
TS65,R2_Adj,0,0,2 - 2
TS65,AIC,0,0,2 - 2
TS65,BIC,0,0,2 - 2
TS66,R2,1500,2,2 - 10
TS66,R2_Adj,1500,2,2 - 10
TS66,AIC,1500,2,2 - 10
TS66,BIC,1500,2,2 - 10
TS67,R2,1,0,2 - 7
TS67,R2_Adj,1,0,2 - 7
TS67,AIC,1,0,2 - 7
TS67,BIC,1,0,2 - 7
TS68,R2,2500,0,1 - 4
TS68,R2_Adj,2500,0,1 - 4
TS68,AIC,2500,0,1 - 4
TS68,BIC,2500,0,1 - 4
TS69,R2,12500,0,2 - 2
TS69,R2_Adj,12500,0,2 - 2
TS69,AIC,12500,0,2 - 2
TS69,BIC,12500,0,2 - 2
TS70,R2,1,0,2 - 10
TS70,R2_Adj,1,0,2 - 10
TS70,AIC,1,0,2 - 10
TS70,BIC,1,0,2 - 10
TS71,R2,22500,1,2 - 2
TS71,R2_Adj,22500,1,2 - 2
TS71,AIC,22500,1,2 - 2
TS71,BIC,22500,1,2 - 2
TS72,R2,500,2,2 - 6
TS72,R2_Adj,500,2,2 - 6
TS72,AIC,500,2,2 - 6
TS72,BIC,500,2,2 - 6
TS73,R2,7500,1,2 - 10
TS73,R2_Adj,7500,1,2 - 10
TS73,AIC,7500,1,2 - 10
TS73,BIC,7500,1,2 - 10
TS74,R2,300,2,2 - 7
TS74,R2_Adj,300,2,2 - 7
TS74,AIC,300,2,2 - 7
TS74,BIC,300,2,2 - 7
TS75,R2,50,0,2 - 3
TS75,R2_Adj,50,0,2 - 3
TS75,AIC,50,0,2 - 3
TS75,BIC,50,0,2 - 3
TS76,R2,50,1,2 - 9
TS76,R2_Adj,50,1,2 - 9
TS76,AIC,50,1,2 - 9
TS76,BIC,50,1,2 - 9
TS77,R2,1,1,2 - 4
TS77,R2_Adj,1,1,2 - 4
TS77,AIC,1,1,2 - 4
TS77,BIC,1,1,2 - 4
TS78,R2,0,0,2 - 2
TS78,R2_Adj,0,0,2 - 2
TS78,AIC,0,0,2 - 2
TS78,BIC,0,0,2 - 2
TS79,R2,0,0,2 - 2
TS79,R2_Adj,0,0,2 - 2
TS79,AIC,0,0,2 - 2
TS79,BIC,0,0,2 - 2
TS80,R2,7500,2,2 - 7
TS80,R2_Adj,7500,2,2 - 7
TS80,AIC,7500,2,2 - 7
TS80,BIC,7500,2,2 - 7
TS81,R2,45000,2,2 - 10
TS81,R2_Adj,45000,2,2 - 10
TS81,AIC,45000,2,2 - 10
TS81,BIC,45000,2,2 - 10
TS82,R2,500,2,2 - 9
TS82,R2_Adj,500,2,2 - 9
TS82,AIC,500,2,2 - 9
TS82,BIC,500,2,2 - 9
TS83,R2,0,0,2 - 2
TS83,R2_Adj,0,0,2 - 2
TS83,AIC,0,0,2 - 2
TS83,BIC,0,0,2 - 2
TS84,R2,45000,2,2 - 10
TS84,R2_Adj,45000,2,2 - 10
TS84,AIC,45000,2,2 - 10
TS84,BIC,45000,2,2 - 10
TS85,R2,17500,0,2 - 2
TS85,R2_Adj,17500,0,2 - 2
TS85,AIC,17500,0,2 - 2
TS85,BIC,17500,0,2 - 2
TS86,R2,1000,2,2 - 2
TS86,R2_Adj,1000,2,2 - 2
TS86,AIC,1000,2,2 - 2
TS86,BIC,1000,2,2 - 2
TS87,R2,35000,0,2 - 6
TS87,R2_Adj,35000,0,2 - 6
TS87,AIC,35000,0,2 - 6
TS87,BIC,35000,0,2 - 6
TS88,R2,0,0,2 - 2
TS88,R2_Adj,0,0,2 - 2
TS88,AIC,0,0,2 - 2
TS88,BIC,0,0,2 - 2
TS89,R2,37500,2,1 - 5
TS89,R2_Adj,37500,2,1 - 5
TS89,AIC,37500,2,1 - 5
TS89,BIC,37500,2,1 - 5
TS90,R2,1,2,2 - 6
TS90,R2_Adj,1,2,2 - 6
TS90,AIC,1,2,2 - 6
TS90,BIC,1,2,2 - 6
TS91,R2,1,1,2 - 10
TS91,R2_Adj,1,1,2 - 10
TS91,AIC,1,1,2 - 10
TS91,BIC,1,1,2 - 10
TS92,R2,50,1,2 - 2
TS92,R2_Adj,50,1,2 - 2
TS92,AIC,50,1,2 - 2
TS92,BIC,50,1,2 - 2
TS93,R2,50000,1,2 - 3
TS93,R2_Adj,50000,1,2 - 3
TS93,AIC,50000,1,2 - 3
TS93,BIC,50000,1,2 - 3
TS94,R2,0,0,2 - 2
TS94,R2_Adj,0,0,2 - 2
TS94,AIC,0,0,2 - 2
TS94,BIC,0,0,2 - 2
TS95,R2,20000,1,2 - 4
TS95,R2_Adj,20000,1,2 - 4
TS95,AIC,20000,1,2 - 4
TS95,BIC,20000,1,2 - 4
TS96,R2,1,0,1 - 8
TS96,R2_Adj,1,0,1 - 8
TS96,AIC,1,0,1 - 8
TS96,BIC,1,0,1 - 8
TS97,R2,25000,0,2 - 2
TS97,R2_Adj,25000,0,2 - 2
TS97,AIC,25000,0,2 - 2
TS97,BIC,25000,0,2 - 2
TS98,R2,50,0,2 - 5
TS98,R2_Adj,50,0,2 - 5
TS98,AIC,50,0,2 - 5
TS98,BIC,50,0,2 - 5
TS99,R2,1500,1,2 - 9
TS99,R2_Adj,1500,1,2 - 9
TS99,AIC,1500,1,2 - 9
TS99,BIC,1500,1,2 - 9
TS100,R2,50000,1,2 - 3
TS100,R2_Adj,50000,1,2 - 3
TS100,AIC,50000,1,2 - 3
TS100,BIC,50000,1,2 - 3
