Time Series,Metric,alpha,init,IMFs
TS84,AIC,50000,1,2 - 3
TS84,BIC,50000,1,2 - 3
TS85,R2,1,2,2 - 10
TS85,R2_Adj,1,2,2 - 10
TS85,AIC,1,2,2 - 10
TS85,BIC,1,2,2 - 10
TS86,R2,50,1,2 - 4
TS86,R2_Adj,50,1,2 - 4
TS86,AIC,50,1,2 - 4
TS86,BIC,50,1,2 - 4
TS87,R2,50,2,2 - 2
TS87,R2_Adj,50,2,2 - 2
TS87,AIC,50,2,2 - 2
TS87,BIC,50,2,2 - 2
TS88,R2,0,0,2 - 2
TS88,R2_Adj,0,0,2 - 2
TS88,AIC,0,0,2 - 2
TS88,BIC,0,0,2 - 2
TS89,R2,1000,0,2 - 9
TS89,R2_Adj,1000,0,2 - 9
TS89,AIC,1000,0,2 - 9
TS89,BIC,1000,0,2 - 9
TS90,R2,50000,1,2 - 2
TS90,R2_Adj,50000,1,2 - 2
TS90,AIC,50000,1,2 - 2
TS90,BIC,50000,1,2 - 2
TS91,R2,50000,1,2 - 2
TS91,R2_Adj,50000,1,2 - 2
TS91,AIC,50000,1,2 - 2
TS91,BIC,50000,1,2 - 2
TS92,R2,2500,0,2 - 3
TS92,R2_Adj,2500,0,2 - 3
TS92,AIC,2500,0,2 - 3
TS92,BIC,2500,0,2 - 3
TS93,R2,50,1,2 - 9
TS93,R2_Adj,50,1,2 - 9
TS93,AIC,50,1,2 - 9
TS93,BIC,50,1,2 - 9
TS94,R2,100,2,2 - 10
TS94,R2_Adj,100,2,2 - 10
TS94,AIC,100,2,2 - 10
TS94,BIC,100,2,2 - 10
TS95,R2,100,0,2 - 2
TS95,R2_Adj,100,0,2 - 2
TS95,AIC,100,0,2 - 2
TS95,BIC,100,0,2 - 2
TS96,R2,50000,1,2 - 4
TS96,R2_Adj,50000,1,2 - 4
TS96,AIC,50000,1,2 - 4
TS96,BIC,50000,1,2 - 4
TS97,R2,10000,1,2 - 6
TS97,R2_Adj,10000,1,2 - 6
TS97,AIC,10000,1,2 - 6
TS97,BIC,10000,1,2 - 6
TS98,R2,3500,0,2 - 9
TS98,R2_Adj,3500,0,2 - 9
TS98,AIC,3500,0,2 - 9
TS98,BIC,3500,0,2 - 9
TS99,R2,0,0,2 - 2
TS99,R2_Adj,0,0,2 - 2
TS99,AIC,0,0,2 - 2
TS99,BIC,0,0,2 - 2
TS100,R2,50,1,2 - 9
TS100,R2_Adj,50,1,2 - 9
TS100,AIC,50,1,2 - 9
TS100,BIC,50,1,2 - 9
