Time Series,Metric,alpha,init,IMFs
TS84,R2,50000,1,2 - 3
TS84,R2_Adj,50000,1,2 - 3
TS84,AIC,50000,1,2 - 3
TS84,BIC,50000,1,2 - 3
TS85,R2,500,2,2 - 10
TS85,R2_Adj,500,2,2 - 10
TS85,AIC,500,2,2 - 10
TS85,BIC,500,2,2 - 10
TS86,R2,2500,1,2 - 3
TS86,R2_Adj,2500,1,2 - 3
TS86,AIC,2500,1,2 - 3
TS86,BIC,2500,1,2 - 3
TS87,R2,1000,0,2 - 3
TS87,R2_Adj,1000,0,2 - 3
TS87,AIC,1000,0,2 - 3
TS87,BIC,1000,0,2 - 3
TS88,R2,0,0,2 - 2
TS88,R2_Adj,0,0,2 - 2
TS88,AIC,0,0,2 - 2
TS88,BIC,0,0,2 - 2
TS89,R2,1000,0,2 - 9
TS89,R2_Adj,1000,0,2 - 9
TS89,AIC,1000,0,2 - 9
TS89,BIC,1000,0,2 - 9
TS90,R2,50000,1,2 - 2
TS90,R2_Adj,50000,1,2 - 2
TS90,AIC,50000,1,2 - 2
TS90,BIC,50000,1,2 - 2
TS91,R2,50000,1,2 - 2
TS91,R2_Adj,50000,1,2 - 2
TS91,AIC,50000,1,2 - 2
TS91,BIC,50000,1,2 - 2
TS92,R2,2500,0,2 - 3
TS92,R2_Adj,2500,0,2 - 3
TS92,AIC,2500,0,2 - 3
TS92,BIC,2500,0,2 - 3
TS93,R2,500,0,2 - 10
TS93,R2_Adj,500,0,2 - 10
TS93,AIC,500,0,2 - 10
TS93,BIC,500,0,2 - 10
TS94,R2,500,2,2 - 10
TS94,R2_Adj,500,2,2 - 10
TS94,AIC,500,2,2 - 10
TS94,BIC,500,2,2 - 10
TS95,R2,30000,0,2 - 4
TS95,R2_Adj,30000,0,2 - 4
TS95,AIC,30000,0,2 - 4
TS95,BIC,30000,0,2 - 4
TS96,R2,50000,1,2 - 4
TS96,R2_Adj,50000,1,2 - 4
TS96,AIC,50000,1,2 - 4
TS96,BIC,50000,1,2 - 4
TS97,R2,10000,1,2 - 6
TS97,R2_Adj,10000,1,2 - 6
TS97,AIC,10000,1,2 - 6
TS97,BIC,10000,1,2 - 6
TS98,R2,5000,2,2 - 7
TS98,R2_Adj,5000,2,2 - 7
TS98,AIC,5000,2,2 - 7
TS98,BIC,5000,2,2 - 7
TS99,R2,0,0,2 - 2
TS99,R2_Adj,0,0,2 - 2
TS99,AIC,0,0,2 - 2
TS99,BIC,0,0,2 - 2
TS100,R2,500,2,2 - 10
TS100,R2_Adj,500,2,2 - 10
TS100,AIC,500,2,2 - 10
TS100,BIC,500,2,2 - 10
