Time Series,Metric,alpha,init,IMFs
TS15,AIC,2500,1,1 - 1
TS15,BIC,2500,1,1 - 1
TS16,R2,7500,1,1 - 2
TS16,R2_Adj,7500,1,1 - 2
TS16,AIC,7500,1,1 - 2
TS16,BIC,7500,1,1 - 2
TS17,R2,50000,0,1 - 1
TS17,R2_Adj,50000,0,1 - 1
TS17,AIC,50000,0,1 - 1
TS17,BIC,50000,0,1 - 1
TS18,R2,50000,2,1 - 1
TS18,R2_Adj,50000,2,1 - 1
TS18,AIC,50000,2,1 - 1
TS18,BIC,50000,2,1 - 1
TS19,R2,5000,0,1 - 10
TS19,R2_Adj,5000,0,1 - 10
TS19,AIC,5000,0,1 - 10
TS19,BIC,5000,0,1 - 10
TS20,R2,7500,0,1 - 5
TS20,R2_Adj,7500,0,1 - 5
TS20,AIC,7500,0,1 - 5
TS20,BIC,7500,0,1 - 5
TS21,R2,50000,1,1 - 1
TS21,R2_Adj,50000,1,1 - 1
TS21,AIC,50000,1,1 - 1
TS21,BIC,50000,1,1 - 1
TS22,R2,40000,2,1 - 1
TS22,R2_Adj,40000,2,1 - 1
TS22,AIC,40000,2,1 - 1
TS22,BIC,40000,2,1 - 1
TS23,R2,50000,0,1 - 1
TS23,R2_Adj,50000,0,1 - 1
TS23,AIC,50000,0,1 - 1
TS23,BIC,50000,0,1 - 1
TS24,R2,50000,0,1 - 1
TS24,R2_Adj,50000,0,1 - 1
TS24,AIC,50000,0,1 - 1
TS24,BIC,50000,0,1 - 1
TS25,R2,0,0,1 - 1
TS25,R2_Adj,0,0,1 - 1
TS25,AIC,50000,0,1 - 1
TS25,BIC,50000,0,1 - 1
TS26,R2,40000,0,1 - 6
TS26,R2_Adj,40000,0,1 - 6
TS26,AIC,40000,0,1 - 6
TS26,BIC,40000,0,1 - 6
TS27,R2,50000,2,1 - 1
TS27,R2_Adj,50000,2,1 - 1
TS27,AIC,50000,2,1 - 1
TS27,BIC,50000,2,1 - 1
TS28,R2,50000,0,1 - 1
TS28,R2_Adj,50000,0,1 - 1
TS28,AIC,50000,0,1 - 1
TS28,BIC,50000,0,1 - 1
TS29,R2,35000,1,1 - 1
TS29,R2_Adj,35000,1,1 - 1
TS29,AIC,35000,1,1 - 1
TS29,BIC,35000,1,1 - 1
TS30,R2,1000,1,1 - 5
TS30,R2_Adj,1000,1,1 - 5
TS30,AIC,1000,1,1 - 5
TS30,BIC,1000,1,1 - 5
TS31,R2,20000,2,1 - 4
TS31,R2_Adj,20000,2,1 - 4
TS31,AIC,20000,2,1 - 4
TS31,BIC,20000,2,1 - 4
TS32,R2,500,1,1 - 2
TS32,R2_Adj,500,1,1 - 2
TS32,AIC,500,1,1 - 2
TS32,BIC,500,1,1 - 2
TS33,R2,50000,0,1 - 1
TS33,R2_Adj,50000,0,1 - 1
TS33,AIC,50000,0,1 - 1
TS33,BIC,50000,0,1 - 1
TS34,R2,50000,0,1 - 1
TS34,R2_Adj,50000,0,1 - 1
TS34,AIC,50000,0,1 - 1
TS34,BIC,50000,0,1 - 1
TS35,R2,30000,2,1 - 6
TS35,R2_Adj,30000,2,1 - 6
TS35,AIC,30000,2,1 - 6
TS35,BIC,30000,2,1 - 6
TS36,R2,20000,0,1 - 8
TS36,R2_Adj,20000,0,1 - 8
TS36,AIC,20000,0,1 - 8
TS36,BIC,20000,0,1 - 8
TS37,R2,1000,2,1 - 5
TS37,R2_Adj,1000,2,1 - 5
TS37,AIC,1000,2,1 - 5
TS37,BIC,1000,2,1 - 5
TS38,R2,0,0,1 - 1
TS38,R2_Adj,0,0,1 - 1
TS38,AIC,50000,0,1 - 1
TS38,BIC,50000,0,1 - 1
TS39,R2,50000,0,1 - 1
TS39,R2_Adj,50000,0,1 - 1
TS39,AIC,50000,0,1 - 1
TS39,BIC,50000,0,1 - 1
TS40,R2,50000,0,1 - 1
TS40,R2_Adj,50000,0,1 - 1
TS40,AIC,50000,0,1 - 1
TS40,BIC,50000,0,1 - 1
TS41,R2,500,1,1 - 10
TS41,R2_Adj,500,1,1 - 10
TS41,AIC,500,1,1 - 10
TS41,BIC,500,1,1 - 10
TS42,R2,500,1,1 - 1
TS42,R2_Adj,500,1,1 - 1
TS42,AIC,500,1,1 - 1
TS42,BIC,500,1,1 - 1
TS43,R2,2500,1,1 - 6
TS43,R2_Adj,2500,1,1 - 6
TS43,AIC,2500,1,1 - 6
TS43,BIC,2500,1,1 - 6
TS44,R2,50000,0,1 - 1
TS44,R2_Adj,50000,0,1 - 1
TS44,AIC,50000,0,1 - 1
TS44,BIC,50000,0,1 - 1
TS45,R2,50000,0,1 - 1
TS45,R2_Adj,50000,0,1 - 1
TS45,AIC,50000,0,1 - 1
TS45,BIC,50000,0,1 - 1
TS46,R2,50000,2,1 - 1
TS46,R2_Adj,50000,2,1 - 1
TS46,AIC,50000,2,1 - 1
TS46,BIC,50000,2,1 - 1
TS47,R2,50000,0,1 - 1
TS47,R2_Adj,50000,0,1 - 1
TS47,AIC,50000,0,1 - 1
TS47,BIC,50000,0,1 - 1
TS48,R2,50000,0,1 - 1
TS48,R2_Adj,50000,0,1 - 1
TS48,AIC,50000,0,1 - 1
TS48,BIC,50000,0,1 - 1
TS49,R2,45000,2,1 - 1
TS49,R2_Adj,45000,2,1 - 1
TS49,AIC,45000,2,1 - 1
TS49,BIC,45000,2,1 - 1
TS50,R2,50000,2,1 - 1
TS50,R2_Adj,50000,2,1 - 1
TS50,AIC,50000,2,1 - 1
TS50,BIC,50000,2,1 - 1
TS51,R2,50000,0,1 - 1
TS51,R2_Adj,50000,0,1 - 1
TS51,AIC,50000,0,1 - 1
TS51,BIC,50000,0,1 - 1
TS52,R2,2500,1,1 - 2
TS52,R2_Adj,2500,1,1 - 2
TS52,AIC,2500,1,1 - 2
TS52,BIC,2500,1,1 - 2
TS53,R2,50000,0,1 - 1
TS53,R2_Adj,50000,0,1 - 1
TS53,AIC,50000,0,1 - 1
TS53,BIC,50000,0,1 - 1
TS54,R2,500,0,1 - 9
TS54,R2_Adj,500,0,1 - 9
TS54,AIC,500,0,1 - 9
TS54,BIC,500,0,1 - 9
TS55,R2,7500,0,1 - 2
TS55,R2_Adj,7500,0,1 - 2
TS55,AIC,7500,0,1 - 2
TS55,BIC,7500,0,1 - 2
TS56,R2,500,0,1 - 4
TS56,R2_Adj,500,0,1 - 4
TS56,AIC,500,0,1 - 4
TS56,BIC,500,0,1 - 4
TS57,R2,7500,0,1 - 9
TS57,R2_Adj,7500,0,1 - 9
TS57,AIC,7500,0,1 - 9
TS57,BIC,7500,0,1 - 9
TS58,R2,50000,0,1 - 1
TS58,R2_Adj,50000,0,1 - 1
TS58,AIC,50000,0,1 - 1
TS58,BIC,50000,0,1 - 1
TS59,R2,50000,0,1 - 1
TS59,R2_Adj,50000,0,1 - 1
TS59,AIC,50000,0,1 - 1
TS59,BIC,50000,0,1 - 1
TS60,R2,2500,1,1 - 10
TS60,R2_Adj,2500,1,1 - 10
TS60,AIC,2500,1,1 - 10
TS60,BIC,2500,1,1 - 10
TS61,R2,50000,0,1 - 1
TS61,R2_Adj,50000,0,1 - 1
TS61,AIC,50000,0,1 - 1
TS61,BIC,50000,0,1 - 1
TS62,R2,500,2,1 - 2
TS62,R2_Adj,500,2,1 - 2
TS62,AIC,500,2,1 - 2
TS62,BIC,500,2,1 - 2
TS63,R2,50000,2,1 - 1
TS63,R2_Adj,50000,2,1 - 1
TS63,AIC,50000,2,1 - 1
TS63,BIC,50000,2,1 - 1
TS64,R2,50000,0,1 - 1
TS64,R2_Adj,50000,0,1 - 1
TS64,AIC,50000,0,1 - 1
TS64,BIC,50000,0,1 - 1
TS65,R2,45000,0,1 - 1
TS65,R2_Adj,45000,0,1 - 1
TS65,AIC,45000,0,1 - 1
TS65,BIC,45000,0,1 - 1
TS66,R2,15000,1,1 - 1
TS66,R2_Adj,15000,1,1 - 1
TS66,AIC,15000,1,1 - 1
TS66,BIC,15000,1,1 - 1
TS67,R2,50000,2,1 - 1
TS67,R2_Adj,50000,2,1 - 1
TS67,AIC,50000,2,1 - 1
TS67,BIC,50000,2,1 - 1
TS68,R2,35000,2,1 - 2
TS68,R2_Adj,35000,2,1 - 2
TS68,AIC,35000,2,1 - 2
TS68,BIC,35000,2,1 - 2
TS69,R2,50000,0,1 - 1
TS69,R2_Adj,50000,0,1 - 1
TS69,AIC,50000,0,1 - 1
TS69,BIC,50000,0,1 - 1
TS70,R2,35000,2,1 - 2
TS70,R2_Adj,35000,2,1 - 2
TS70,AIC,35000,2,1 - 2
TS70,BIC,35000,2,1 - 2
TS71,R2,50000,0,1 - 1
TS71,R2_Adj,50000,0,1 - 1
TS71,AIC,50000,0,1 - 1
TS71,BIC,50000,0,1 - 1
TS72,R2,50000,2,1 - 8
TS72,R2_Adj,50000,2,1 - 8
TS72,AIC,50000,2,1 - 8
TS72,BIC,50000,2,1 - 8
TS73,R2,20000,1,1 - 1
TS73,R2_Adj,20000,1,1 - 1
TS73,AIC,20000,1,1 - 1
TS73,BIC,20000,1,1 - 1
TS74,R2,30000,2,1 - 3
TS74,R2_Adj,30000,2,1 - 3
TS74,AIC,30000,2,1 - 3
TS74,BIC,30000,2,1 - 3
TS75,R2,20000,0,1 - 7
TS75,R2_Adj,20000,0,1 - 7
TS75,AIC,20000,0,1 - 7
TS75,BIC,20000,0,1 - 7
TS76,R2,45000,2,1 - 2
TS76,R2_Adj,45000,2,1 - 2
TS76,AIC,45000,2,1 - 2
TS76,BIC,45000,2,1 - 2
TS77,R2,7500,1,1 - 2
TS77,R2_Adj,7500,1,1 - 2
TS77,AIC,7500,1,1 - 2
TS77,BIC,7500,1,1 - 2
TS78,R2,0,0,1 - 1
TS78,R2_Adj,0,0,1 - 1
TS78,AIC,0,0,1 - 1
TS78,BIC,0,0,1 - 1
TS79,R2,500,0,1 - 1
TS79,R2_Adj,500,0,1 - 1
TS79,AIC,500,0,1 - 1
TS79,BIC,500,0,1 - 1
TS80,R2,20000,1,1 - 1
TS80,R2_Adj,20000,1,1 - 1
TS80,AIC,20000,1,1 - 1
TS80,BIC,20000,1,1 - 1
TS81,R2,0,0,1 - 1
TS81,R2_Adj,0,0,1 - 1
TS81,AIC,50000,2,1 - 1
TS81,BIC,50000,2,1 - 1
TS82,R2,7500,0,1 - 6
TS82,R2_Adj,7500,0,1 - 6
TS82,AIC,7500,0,1 - 6
TS82,BIC,7500,0,1 - 6
TS83,R2,50000,0,1 - 1
TS83,R2_Adj,50000,0,1 - 1
TS83,AIC,50000,0,1 - 1
TS83,BIC,50000,0,1 - 1
TS84,R2,2500,1,1 - 10
TS84,R2_Adj,2500,1,1 - 10
TS84,AIC,2500,1,1 - 10
TS84,BIC,2500,1,1 - 10
TS85,R2,50000,1,1 - 1
TS85,R2_Adj,50000,1,1 - 1
TS85,AIC,50000,1,1 - 1
TS85,BIC,50000,1,1 - 1
TS86,R2,50000,0,1 - 1
TS86,R2_Adj,50000,0,1 - 1
TS86,AIC,50000,0,1 - 1
TS86,BIC,50000,0,1 - 1
TS87,R2,10000,0,1 - 7
TS87,R2_Adj,10000,0,1 - 7
TS87,AIC,10000,0,1 - 7
TS87,BIC,10000,0,1 - 7
TS88,R2,1000,1,1 - 9
TS88,R2_Adj,1000,1,1 - 9
TS88,AIC,1000,1,1 - 9
TS88,BIC,1000,1,1 - 9
TS89,R2,10000,0,1 - 3
TS89,R2_Adj,10000,0,1 - 3
TS89,AIC,10000,0,1 - 3
TS89,BIC,10000,0,1 - 3
TS90,R2,50000,1,1 - 10
TS90,R2_Adj,50000,1,1 - 10
TS90,AIC,50000,1,1 - 10
TS90,BIC,50000,1,1 - 10
TS91,R2,10000,2,1 - 10
TS91,R2_Adj,10000,2,1 - 10
TS91,AIC,10000,2,1 - 10
TS91,BIC,10000,2,1 - 10
TS92,R2,50000,2,1 - 1
TS92,R2_Adj,50000,2,1 - 1
TS92,AIC,50000,2,1 - 1
TS92,BIC,50000,2,1 - 1
TS93,R2,0,0,1 - 1
TS93,R2_Adj,0,0,1 - 1
TS93,AIC,0,0,1 - 1
TS93,BIC,0,0,1 - 1
TS94,R2,1000,2,1 - 9
TS94,R2_Adj,1000,2,1 - 9
TS94,AIC,1000,2,1 - 9
TS94,BIC,1000,2,1 - 9
TS95,R2,50000,1,1 - 6
TS95,R2_Adj,50000,1,1 - 6
TS95,AIC,50000,1,1 - 6
TS95,BIC,50000,1,1 - 6
TS96,R2,20000,0,1 - 6
TS96,R2_Adj,20000,0,1 - 6
TS96,AIC,20000,0,1 - 6
TS96,BIC,20000,0,1 - 6
TS97,R2,500,1,1 - 4
TS97,R2_Adj,500,1,1 - 4
TS97,AIC,500,1,1 - 4
TS97,BIC,500,1,1 - 4
TS98,R2,50000,1,1 - 2
TS98,R2_Adj,50000,1,1 - 2
TS98,AIC,50000,1,1 - 2
TS98,BIC,50000,1,1 - 2
TS99,R2,50000,0,1 - 1
TS99,R2_Adj,50000,0,1 - 1
TS99,AIC,50000,0,1 - 1
TS99,BIC,50000,0,1 - 1
TS100,R2,7500,2,1 - 2
TS100,R2_Adj,7500,2,1 - 2
TS100,AIC,7500,2,1 - 2
TS100,BIC,7500,2,1 - 2
