Time Series,Metric,alpha,init,IMFs
TS35,R2_Adj,100,0,1 - 10
TS35,AIC,100,0,1 - 10
TS35,BIC,100,0,1 - 10
TS36,R2,3500,0,1 - 6
TS36,R2_Adj,3500,0,1 - 6
TS36,AIC,3500,0,1 - 6
TS36,BIC,3500,0,1 - 6
TS37,R2,500,0,1 - 9
TS37,R2_Adj,500,0,1 - 9
TS37,AIC,500,0,1 - 9
TS37,BIC,500,0,1 - 9
TS38,R2,50,2,1 - 1
TS38,R2_Adj,50,2,1 - 1
TS38,AIC,50,2,1 - 1
TS38,BIC,50,2,1 - 1
TS39,R2,3500,2,1 - 10
TS39,R2_Adj,3500,2,1 - 10
TS39,AIC,3500,2,1 - 10
TS39,BIC,3500,2,1 - 10
TS40,R2,50000,1,1 - 7
TS40,R2_Adj,50000,1,1 - 7
TS40,AIC,50000,1,1 - 7
TS40,BIC,50000,1,1 - 7
TS41,R2,100,2,1 - 10
TS41,R2_Adj,100,2,1 - 10
TS41,AIC,100,2,1 - 10
TS41,BIC,100,2,1 - 10
TS42,R2,3500,0,1 - 9
TS42,R2_Adj,3500,0,1 - 9
TS42,AIC,3500,0,1 - 9
TS42,BIC,3500,0,1 - 9
TS43,R2,0,0,1 - 1
TS43,R2_Adj,0,0,1 - 1
TS43,AIC,0,0,1 - 1
TS43,BIC,0,0,1 - 1
TS44,R2,17500,0,1 - 8
TS44,R2_Adj,17500,0,1 - 8
TS44,AIC,17500,0,1 - 8
TS44,BIC,17500,0,1 - 8
TS45,R2,100,1,1 - 3
TS45,R2_Adj,100,1,1 - 3
TS45,AIC,100,1,1 - 3
TS45,BIC,100,1,1 - 3
TS46,R2,50,2,1 - 10
TS46,R2_Adj,50,2,1 - 10
TS46,AIC,50,2,1 - 10
TS46,BIC,50,2,1 - 10
TS47,R2,1,1,1 - 10
TS47,R2_Adj,1,1,1 - 10
TS47,AIC,1,1,1 - 10
TS47,BIC,1,1,1 - 10
TS48,R2,0,0,1 - 1
TS48,R2_Adj,0,0,1 - 1
TS48,AIC,0,0,1 - 1
TS48,BIC,0,0,1 - 1
TS49,R2,50000,1,1 - 2
TS49,R2_Adj,50000,1,1 - 2
TS49,AIC,50000,1,1 - 2
TS49,BIC,50000,1,1 - 2
TS50,R2,1,2,1 - 10
TS50,R2_Adj,1,2,1 - 10
TS50,AIC,1,2,1 - 10
TS50,BIC,1,2,1 - 10
TS51,R2,500,1,1 - 10
TS51,R2_Adj,500,1,1 - 10
TS51,AIC,500,1,1 - 10
TS51,BIC,500,1,1 - 10
TS52,R2,100,1,1 - 4
TS52,R2_Adj,100,1,1 - 4
TS52,AIC,100,1,1 - 4
TS52,BIC,100,1,1 - 4
TS53,R2,5000,2,1 - 4
TS53,R2_Adj,5000,2,1 - 4
TS53,AIC,5000,2,1 - 4
TS53,BIC,5000,2,1 - 4
TS54,R2,500,0,1 - 9
TS54,R2_Adj,500,0,1 - 9
TS54,AIC,500,0,1 - 9
TS54,BIC,500,0,1 - 9
TS55,R2,37500,2,1 - 9
TS55,R2_Adj,37500,2,1 - 9
TS55,AIC,37500,2,1 - 9
TS55,BIC,37500,2,1 - 9
TS56,R2,500,0,1 - 4
TS56,R2_Adj,500,0,1 - 4
TS56,AIC,500,0,1 - 4
TS56,BIC,500,0,1 - 4
TS57,R2,8000,0,1 - 10
TS57,R2_Adj,8000,0,1 - 10
TS57,AIC,8000,0,1 - 10
TS57,BIC,8000,0,1 - 10
TS58,R2,0,0,1 - 1
TS58,R2_Adj,0,0,1 - 1
TS58,AIC,0,0,1 - 1
TS58,BIC,0,0,1 - 1
TS59,R2,50000,0,1 - 1
TS59,R2_Adj,50000,0,1 - 1
TS59,AIC,50000,0,1 - 1
TS59,BIC,50000,0,1 - 1
TS60,R2,500,2,1 - 10
TS60,R2_Adj,500,2,1 - 10
TS60,AIC,500,2,1 - 10
TS60,BIC,500,2,1 - 10
TS61,R2,50000,0,1 - 1
TS61,R2_Adj,50000,0,1 - 1
TS61,AIC,50000,0,1 - 1
TS61,BIC,50000,0,1 - 1
TS62,R2,1,1,1 - 3
TS62,R2_Adj,1,1,1 - 3
TS62,AIC,1,1,1 - 3
TS62,BIC,1,1,1 - 3
TS63,R2,37500,2,1 - 6
TS63,R2_Adj,37500,2,1 - 6
TS63,AIC,37500,2,1 - 6
TS63,BIC,37500,2,1 - 6
TS64,R2,1,1,1 - 10
TS64,R2_Adj,1,1,1 - 10
TS64,AIC,1,1,1 - 10
TS64,BIC,1,1,1 - 10
TS65,R2,1500,0,1 - 7
TS65,R2_Adj,1500,0,1 - 7
TS65,AIC,1500,0,1 - 7
TS65,BIC,1500,0,1 - 7
TS66,R2,17500,1,1 - 4
TS66,R2_Adj,17500,1,1 - 4
TS66,AIC,17500,1,1 - 4
TS66,BIC,17500,1,1 - 4
TS67,R2,0,0,1 - 1
TS67,R2_Adj,1,1,1 - 10
TS67,AIC,1,1,1 - 10
TS67,BIC,1,1,1 - 10
TS68,R2,100,0,1 - 10
TS68,R2_Adj,100,0,1 - 10
TS68,AIC,100,0,1 - 10
TS68,BIC,100,0,1 - 10
TS69,R2,0,0,1 - 1
TS69,R2_Adj,0,0,1 - 1
TS69,AIC,0,0,1 - 1
TS69,BIC,0,0,1 - 1
TS70,R2,50,1,1 - 10
TS70,R2_Adj,50,1,1 - 10
TS70,AIC,50,1,1 - 10
TS70,BIC,50,1,1 - 10
TS71,R2,50000,1,1 - 10
TS71,R2_Adj,50000,1,1 - 10
TS71,AIC,50000,1,1 - 10
TS71,BIC,50000,1,1 - 10
TS72,R2,47500,2,1 - 9
TS72,R2_Adj,47500,2,1 - 9
TS72,AIC,47500,2,1 - 9
TS72,BIC,47500,2,1 - 9
TS73,R2,1,1,1 - 10
TS73,R2_Adj,1,1,1 - 10
TS73,AIC,1,1,1 - 10
TS73,BIC,1,1,1 - 10
TS74,R2,15000,2,1 - 10
TS74,R2_Adj,15000,2,1 - 10
TS74,AIC,15000,2,1 - 10
TS74,BIC,15000,2,1 - 10
TS75,R2,22500,2,1 - 8
TS75,R2_Adj,22500,2,1 - 8
TS75,AIC,22500,2,1 - 8
TS75,BIC,22500,2,1 - 8
TS76,R2,1,1,1 - 10
TS76,R2_Adj,1,1,1 - 10
TS76,AIC,1,1,1 - 10
TS76,BIC,1,1,1 - 10
TS77,R2,100,0,1 - 10
TS77,R2_Adj,100,0,1 - 10
TS77,AIC,100,0,1 - 10
TS77,BIC,100,0,1 - 10
TS78,R2,50,0,1 - 10
TS78,R2_Adj,50,0,1 - 10
TS78,AIC,50,0,1 - 10
TS78,BIC,50,0,1 - 10
TS79,R2,300,1,1 - 7
TS79,R2_Adj,300,1,1 - 7
TS79,AIC,300,1,1 - 7
TS79,BIC,300,1,1 - 7
TS80,R2,50,2,1 - 10
TS80,R2_Adj,50,2,1 - 10
TS80,AIC,50,2,1 - 10
TS80,BIC,50,2,1 - 10
TS81,R2,2500,0,1 - 9
TS81,R2_Adj,2500,0,1 - 9
TS81,AIC,2500,0,1 - 9
TS81,BIC,2500,0,1 - 9
TS82,R2,8000,0,1 - 7
TS82,R2_Adj,8000,0,1 - 7
TS82,AIC,8000,0,1 - 7
TS82,BIC,8000,0,1 - 7
TS83,R2,50000,0,1 - 1
TS83,R2_Adj,50000,0,1 - 1
TS83,AIC,50000,0,1 - 1
TS83,BIC,50000,0,1 - 1
TS84,R2,1,1,1 - 5
TS84,R2_Adj,1,1,1 - 5
TS84,AIC,1,1,1 - 5
TS84,BIC,1,1,1 - 5
TS85,R2,45000,1,1 - 6
TS85,R2_Adj,45000,1,1 - 6
TS85,AIC,45000,1,1 - 6
TS85,BIC,45000,1,1 - 6
TS86,R2,1,0,1 - 9
TS86,R2_Adj,1,0,1 - 9
TS86,AIC,1,0,1 - 9
TS86,BIC,1,0,1 - 9
TS87,R2,5000,0,1 - 10
TS87,R2_Adj,5000,0,1 - 10
TS87,AIC,5000,0,1 - 10
TS87,BIC,5000,0,1 - 10
TS88,R2,1,1,1 - 6
TS88,R2_Adj,1,1,1 - 6
TS88,AIC,1,1,1 - 6
TS88,BIC,1,1,1 - 6
TS89,R2,1000,2,1 - 10
TS89,R2_Adj,1000,2,1 - 10
TS89,AIC,1000,2,1 - 10
TS89,BIC,1000,2,1 - 10
TS90,R2,300,0,1 - 5
TS90,R2_Adj,300,0,1 - 5
TS90,AIC,300,0,1 - 5
TS90,BIC,300,0,1 - 5
TS91,R2,5000,0,1 - 10
TS91,R2_Adj,5000,0,1 - 10
TS91,AIC,5000,0,1 - 10
TS91,BIC,5000,0,1 - 10
TS92,R2,1,0,1 - 10
TS92,R2_Adj,1,0,1 - 10
TS92,AIC,1,0,1 - 10
TS92,BIC,1,0,1 - 10
TS93,R2,50,1,1 - 10
TS93,R2_Adj,50,1,1 - 10
TS93,AIC,50,1,1 - 10
TS93,BIC,50,1,1 - 10
TS94,R2,3500,0,1 - 10
TS94,R2_Adj,3500,0,1 - 10
TS94,AIC,3500,0,1 - 10
TS94,BIC,3500,0,1 - 10
TS95,R2,1,0,1 - 10
TS95,R2_Adj,1,0,1 - 10
TS95,AIC,1,0,1 - 10
TS95,BIC,1,0,1 - 10
TS96,R2,20000,0,1 - 6
TS96,R2_Adj,20000,0,1 - 6
TS96,AIC,20000,0,1 - 6
TS96,BIC,20000,0,1 - 6
TS97,R2,500,1,1 - 6
TS97,R2_Adj,500,1,1 - 6
TS97,AIC,500,1,1 - 6
TS97,BIC,500,1,1 - 6
TS98,R2,500,2,1 - 10
TS98,R2_Adj,500,2,1 - 10
TS98,AIC,500,2,1 - 10
TS98,BIC,500,2,1 - 10
TS99,R2,300,1,1 - 10
TS99,R2_Adj,300,1,1 - 10
TS99,AIC,300,1,1 - 10
TS99,BIC,300,1,1 - 10
TS100,R2,6000,2,1 - 2
TS100,R2_Adj,6000,2,1 - 2
TS100,AIC,6000,2,1 - 2
TS100,BIC,6000,2,1 - 2
